"Time =  0.000000E+00
   -0.497500000000E+00    0.352800000000E+01
   -0.492500000000E+00    0.352800000000E+01
   -0.487500000000E+00    0.352800000000E+01
   -0.482500000000E+00    0.352800000000E+01
   -0.477500000000E+00    0.352800000000E+01
   -0.472500000000E+00    0.352800000000E+01
   -0.467500000000E+00    0.352800000000E+01
   -0.462500000000E+00    0.352800000000E+01
   -0.457500000000E+00    0.352800000000E+01
   -0.452500000000E+00    0.352800000000E+01
   -0.447500000000E+00    0.352800000000E+01
   -0.442500000000E+00    0.352800000000E+01
   -0.437500000000E+00    0.352800000000E+01
   -0.432500000000E+00    0.352800000000E+01
   -0.427500000000E+00    0.352800000000E+01
   -0.422500000000E+00    0.352800000000E+01
   -0.417500000000E+00    0.352800000000E+01
   -0.412500000000E+00    0.352800000000E+01
   -0.407500000000E+00    0.352800000000E+01
   -0.402500000000E+00    0.352800000000E+01
   -0.397500000000E+00    0.352800000000E+01
   -0.392500000000E+00    0.352800000000E+01
   -0.387500000000E+00    0.352800000000E+01
   -0.382500000000E+00    0.352800000000E+01
   -0.377500000000E+00    0.352800000000E+01
   -0.372500000000E+00    0.352800000000E+01
   -0.367500000000E+00    0.352800000000E+01
   -0.362500000000E+00    0.352800000000E+01
   -0.357500000000E+00    0.352800000000E+01
   -0.352500000000E+00    0.352800000000E+01
   -0.347500000000E+00    0.352800000000E+01
   -0.342500000000E+00    0.352800000000E+01
   -0.337500000000E+00    0.352800000000E+01
   -0.332500000000E+00    0.352800000000E+01
   -0.327500000000E+00    0.352800000000E+01
   -0.322500000000E+00    0.352800000000E+01
   -0.317500000000E+00    0.352800000000E+01
   -0.312500000000E+00    0.352800000000E+01
   -0.307500000000E+00    0.352800000000E+01
   -0.302500000000E+00    0.352800000000E+01
   -0.297500000000E+00    0.352800000000E+01
   -0.292500000000E+00    0.352800000000E+01
   -0.287500000000E+00    0.352800000000E+01
   -0.282500000000E+00    0.352800000000E+01
   -0.277500000000E+00    0.352800000000E+01
   -0.272500000000E+00    0.352800000000E+01
   -0.267500000000E+00    0.352800000000E+01
   -0.262500000000E+00    0.352800000000E+01
   -0.257500000000E+00    0.352800000000E+01
   -0.252500000000E+00    0.352800000000E+01
   -0.247500000000E+00    0.352800000000E+01
   -0.242500000000E+00    0.352800000000E+01
   -0.237500000000E+00    0.352800000000E+01
   -0.232500000000E+00    0.352800000000E+01
   -0.227500000000E+00    0.352800000000E+01
   -0.222500000000E+00    0.352800000000E+01
   -0.217500000000E+00    0.352800000000E+01
   -0.212500000000E+00    0.352800000000E+01
   -0.207500000000E+00    0.352800000000E+01
   -0.202500000000E+00    0.352800000000E+01
   -0.197500000000E+00    0.352800000000E+01
   -0.192500000000E+00    0.352800000000E+01
   -0.187500000000E+00    0.352800000000E+01
   -0.182500000000E+00    0.352800000000E+01
   -0.177500000000E+00    0.352800000000E+01
   -0.172500000000E+00    0.352800000000E+01
   -0.167500000000E+00    0.352800000000E+01
   -0.162500000000E+00    0.352800000000E+01
   -0.157500000000E+00    0.352800000000E+01
   -0.152500000000E+00    0.352800000000E+01
   -0.147500000000E+00    0.352800000000E+01
   -0.142500000000E+00    0.352800000000E+01
   -0.137500000000E+00    0.352800000000E+01
   -0.132500000000E+00    0.352800000000E+01
   -0.127500000000E+00    0.352800000000E+01
   -0.122500000000E+00    0.352800000000E+01
   -0.117500000000E+00    0.352800000000E+01
   -0.112500000000E+00    0.352800000000E+01
   -0.107500000000E+00    0.352800000000E+01
   -0.102500000000E+00    0.352800000000E+01
   -0.975000000000E-01    0.352800000000E+01
   -0.925000000000E-01    0.352800000000E+01
   -0.875000000000E-01    0.352800000000E+01
   -0.825000000000E-01    0.352800000000E+01
   -0.775000000000E-01    0.352800000000E+01
   -0.725000000000E-01    0.352800000000E+01
   -0.675000000000E-01    0.352800000000E+01
   -0.625000000000E-01    0.352800000000E+01
   -0.575000000000E-01    0.352800000000E+01
   -0.525000000000E-01    0.352800000000E+01
   -0.475000000000E-01    0.352800000000E+01
   -0.425000000000E-01    0.352800000000E+01
   -0.375000000000E-01    0.352800000000E+01
   -0.325000000000E-01    0.352800000000E+01
   -0.275000000000E-01    0.352800000000E+01
   -0.225000000000E-01    0.352800000000E+01
   -0.175000000000E-01    0.352800000000E+01
   -0.125000000000E-01    0.352800000000E+01
   -0.750000000000E-02    0.352800000000E+01
   -0.250000000000E-02    0.352800000000E+01
    0.250000000000E-02    0.571000000000E+00
    0.750000000000E-02    0.571000000000E+00
    0.125000000000E-01    0.571000000000E+00
    0.175000000000E-01    0.571000000000E+00
    0.225000000000E-01    0.571000000000E+00
    0.275000000000E-01    0.571000000000E+00
    0.325000000000E-01    0.571000000000E+00
    0.375000000000E-01    0.571000000000E+00
    0.425000000000E-01    0.571000000000E+00
    0.475000000000E-01    0.571000000000E+00
    0.525000000000E-01    0.571000000000E+00
    0.575000000000E-01    0.571000000000E+00
    0.625000000000E-01    0.571000000000E+00
    0.675000000000E-01    0.571000000000E+00
    0.725000000000E-01    0.571000000000E+00
    0.775000000000E-01    0.571000000000E+00
    0.825000000000E-01    0.571000000000E+00
    0.875000000000E-01    0.571000000000E+00
    0.925000000000E-01    0.571000000000E+00
    0.975000000000E-01    0.571000000000E+00
    0.102500000000E+00    0.571000000000E+00
    0.107500000000E+00    0.571000000000E+00
    0.112500000000E+00    0.571000000000E+00
    0.117500000000E+00    0.571000000000E+00
    0.122500000000E+00    0.571000000000E+00
    0.127500000000E+00    0.571000000000E+00
    0.132500000000E+00    0.571000000000E+00
    0.137500000000E+00    0.571000000000E+00
    0.142500000000E+00    0.571000000000E+00
    0.147500000000E+00    0.571000000000E+00
    0.152500000000E+00    0.571000000000E+00
    0.157500000000E+00    0.571000000000E+00
    0.162500000000E+00    0.571000000000E+00
    0.167500000000E+00    0.571000000000E+00
    0.172500000000E+00    0.571000000000E+00
    0.177500000000E+00    0.571000000000E+00
    0.182500000000E+00    0.571000000000E+00
    0.187500000000E+00    0.571000000000E+00
    0.192500000000E+00    0.571000000000E+00
    0.197500000000E+00    0.571000000000E+00
    0.202500000000E+00    0.571000000000E+00
    0.207500000000E+00    0.571000000000E+00
    0.212500000000E+00    0.571000000000E+00
    0.217500000000E+00    0.571000000000E+00
    0.222500000000E+00    0.571000000000E+00
    0.227500000000E+00    0.571000000000E+00
    0.232500000000E+00    0.571000000000E+00
    0.237500000000E+00    0.571000000000E+00
    0.242500000000E+00    0.571000000000E+00
    0.247500000000E+00    0.571000000000E+00
    0.252500000000E+00    0.571000000000E+00
    0.257500000000E+00    0.571000000000E+00
    0.262500000000E+00    0.571000000000E+00
    0.267500000000E+00    0.571000000000E+00
    0.272500000000E+00    0.571000000000E+00
    0.277500000000E+00    0.571000000000E+00
    0.282500000000E+00    0.571000000000E+00
    0.287500000000E+00    0.571000000000E+00
    0.292500000000E+00    0.571000000000E+00
    0.297500000000E+00    0.571000000000E+00
    0.302500000000E+00    0.571000000000E+00
    0.307500000000E+00    0.571000000000E+00
    0.312500000000E+00    0.571000000000E+00
    0.317500000000E+00    0.571000000000E+00
    0.322500000000E+00    0.571000000000E+00
    0.327500000000E+00    0.571000000000E+00
    0.332500000000E+00    0.571000000000E+00
    0.337500000000E+00    0.571000000000E+00
    0.342500000000E+00    0.571000000000E+00
    0.347500000000E+00    0.571000000000E+00
    0.352500000000E+00    0.571000000000E+00
    0.357500000000E+00    0.571000000000E+00
    0.362500000000E+00    0.571000000000E+00
    0.367500000000E+00    0.571000000000E+00
    0.372500000000E+00    0.571000000000E+00
    0.377500000000E+00    0.571000000000E+00
    0.382500000000E+00    0.571000000000E+00
    0.387500000000E+00    0.571000000000E+00
    0.392500000000E+00    0.571000000000E+00
    0.397500000000E+00    0.571000000000E+00
    0.402500000000E+00    0.571000000000E+00
    0.407500000000E+00    0.571000000000E+00
    0.412500000000E+00    0.571000000000E+00
    0.417500000000E+00    0.571000000000E+00
    0.422500000000E+00    0.571000000000E+00
    0.427500000000E+00    0.571000000000E+00
    0.432500000000E+00    0.571000000000E+00
    0.437500000000E+00    0.571000000000E+00
    0.442500000000E+00    0.571000000000E+00
    0.447500000000E+00    0.571000000000E+00
    0.452500000000E+00    0.571000000000E+00
    0.457500000000E+00    0.571000000000E+00
    0.462500000000E+00    0.571000000000E+00
    0.467500000000E+00    0.571000000000E+00
    0.472500000000E+00    0.571000000000E+00
    0.477500000000E+00    0.571000000000E+00
    0.482500000000E+00    0.571000000000E+00
    0.487500000000E+00    0.571000000000E+00
    0.492500000000E+00    0.571000000000E+00
    0.497500000000E+00    0.571000000000E+00
 
"Time =  0.105191E-02
   -0.497500000000E+00    0.352800000000E+01
   -0.492500000000E+00    0.352800000000E+01
   -0.487500000000E+00    0.352800000000E+01
   -0.482500000000E+00    0.352800000000E+01
   -0.477500000000E+00    0.352800000000E+01
   -0.472500000000E+00    0.352800000000E+01
   -0.467500000000E+00    0.352800000000E+01
   -0.462500000000E+00    0.352800000000E+01
   -0.457500000000E+00    0.352800000000E+01
   -0.452500000000E+00    0.352800000000E+01
   -0.447500000000E+00    0.352800000000E+01
   -0.442500000000E+00    0.352800000000E+01
   -0.437500000000E+00    0.352800000000E+01
   -0.432500000000E+00    0.352800000000E+01
   -0.427500000000E+00    0.352800000000E+01
   -0.422500000000E+00    0.352800000000E+01
   -0.417500000000E+00    0.352800000000E+01
   -0.412500000000E+00    0.352800000000E+01
   -0.407500000000E+00    0.352800000000E+01
   -0.402500000000E+00    0.352800000000E+01
   -0.397500000000E+00    0.352800000000E+01
   -0.392500000000E+00    0.352800000000E+01
   -0.387500000000E+00    0.352800000000E+01
   -0.382500000000E+00    0.352800000000E+01
   -0.377500000000E+00    0.352800000000E+01
   -0.372500000000E+00    0.352800000000E+01
   -0.367500000000E+00    0.352800000000E+01
   -0.362500000000E+00    0.352800000000E+01
   -0.357500000000E+00    0.352800000000E+01
   -0.352500000000E+00    0.352800000000E+01
   -0.347500000000E+00    0.352800000000E+01
   -0.342500000000E+00    0.352800000000E+01
   -0.337500000000E+00    0.352800000000E+01
   -0.332500000000E+00    0.352800000000E+01
   -0.327500000000E+00    0.352800000000E+01
   -0.322500000000E+00    0.352800000000E+01
   -0.317500000000E+00    0.352800000000E+01
   -0.312500000000E+00    0.352800000000E+01
   -0.307500000000E+00    0.352800000000E+01
   -0.302500000000E+00    0.352800000000E+01
   -0.297500000000E+00    0.352800000000E+01
   -0.292500000000E+00    0.352800000000E+01
